contentsid;label;contentscd;title;regioncd_value;regioncd_label;region1cd_value;region1cd_label;region2cd_value;region2cd_label;tag
CNTS_300000000015654;음식점;c4;경일낙지;1;북부;region1;제주시;11;제주시내;제주시내,노형동,낙지볶음,순두부,계란말이,낙지볶음
CNTS_200000000014873;음식점;c4;항구식당;3;서부;region2;서귀포시;22;대정;대정,모슬포,방어,고등어,고등어회,방어회
CNTS_300000000015625;음식점;c4;파피용 살롱드떼;2;동부;region2;서귀포시;26;표선;성산,밀크티,카페,밀크티
CNTS_300000000015683;음식점;c4;미깡창고;1;북부;region1;제주시;12;애월;애월읍,망고패션에이드,크로플,자두에이드,밀크티,과일차,미깡밀크티
CNTS_300000000016012;음식점;c4;곱은달;1;북부;region1;제주시;15;조천;조천,대흘리,향토음식점,고기국수,국밥,순대,수육,고기국밥,고기국수,순대,수육
CNTS_200000000014891;음식점;c4;소렉;1;북부;region1;제주시;11;제주시내;제주시내,연동,샐러드,스테이크,파스타,랍스터,송아지티본스테이크
CNTS_200000000012578;음식점;c4;제주시새우리 제주점;1;북부;region1;제주시;11;제주시내;구제주,새우요리,관덕정,음식,식당,딱새우,김밥,해물라면,모둠튀김,꼬막무침,성게미역국,에이드,더치커피,공용주차장,화장실,무료WIFI,딱새우김밥,딱새우꼬막무침,새우리해물라면,어린이출입가능,가능
CNTS_200000000014981;쇼핑;c2;제주와인아울렛;1;북부;region1;제주시;11;제주시내;제주시내,노형동,와인
CNTS_300000000015971;음식점;c4;임성교자;1;북부;region1;제주시;11;제주시내;제주시내,제주공항,용담,교자,만두,중식,새우쇼마이,고기쇼마이,군만두
CNTS_200000000012648;음식점;c4;산지해장국;1;북부;region1;제주시;11;제주시내;해장국,내장탕,국밥,아침식사,음식,식당,소고기해장국,소내장탕,공용주차장,화장실,무료WIFI,소고기해장국,소내장탕,어린이출입가능,불가능
CNTS_200000000008913;관광지;c1;나틸다;1;북부;region1;제주시;11;제주시내;친구,체험관광,청년,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,카드결제,현금결제,영어,중국어,단독접근가능,쉬움,실내,하,체험,드레스카페에서사진찍고놀기,2~3시간
CNTS_200000000012730;음식점;c4;제주약수터 올레시장점;4;남부;region2;서귀포시;21;서귀포시내;호프,펍,수제맥주,생맥주,샘플러,제주맥주맛집,음식,식당,육포,술,화장실,무료WIFI,4종샘플러,제주수제맥주400cc잔,어린이출입가능,불가능
CNTS_200000000014983;쇼핑;c2;슈퍼보틀;1;북부;region1;제주시;11;제주시내;제주시내,연동,와인샵,바
CNTS_200000000010993;숙박;c3;라마다앙코르 서귀포호텔;4;남부;region2;서귀포시;21;서귀포시내;휴식/치유,편의점,카드결제,현금결제,영어,장애인전용주차장,4성급,있음,운행안함
CNTS_200000000012709;음식점;c4;난드르바당;4;남부;region2;서귀포시;21;서귀포시내;흑돼지,돼지고기,성게미역국,김치찌개,음식,식당,새우,흑돼지김치찌개,된장찌개,냉면,비빔냉면,물냉면,딱새우,동태찌개,고등어조림,반려동물,반려동물동반입장,반려동물동반_식당카페,공용주차장,화장실,무료WIFI,흡연구역,제주산흑돼지구이,흑돼지김치찌개,냉면,어린이출입가능,불가능
CNTS_200000000008894;관광지;c1;바구스서핑스쿨;1;북부;region1;제주시;11;제주시내;서핑,서핑스쿨,체험,스포츠,해양스포츠,공용주차장,현금결제,카드결제,화장실,무료WIFI,카드결제,현금결제,영어,실외,중,해양스포츠,서핑,2~3시간
CNTS_300000000015863;관광지;c1;서피플;1;북부;region1;제주시;12;애월;애월,곽지,서핑,이색체험,실내,중,2~3시간
CNTS_200000000014877;음식점;c4;슬로보트;1;북부;region1;제주시;12;애월;애월,하귀리,핸드드립커피,와인,허브티,까눌레,스콘,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,핸드드립커피,와인
CNTS_300000000016111;관광지;c1;아트진;4;남부;region2;서귀포시;21;서귀포시내;체험,원데이클래스,보태니컬아트,그림,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,카드결제,현금결제,1~2시간
CNTS_200000000013065;음식점;c4;올디벗구디;4;남부;region2;서귀포시;21;서귀포시내;쿠키,크로플,빵지순례,노키즈존,도순동,음식,카페,빵,베이커리,아메리카노,카페라떼,샌드위치,치즈케이크,플랫화이트,바닐라라떼,아포가토,에이드,자몽에이드,자몽티,브라우니,허브티,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료WIFI,올디커피,쿠키,브라운치즈크로플,어린이출입불가,불가능
CNTS_200000000013530;관광지;c1;요가느림원;1;북부;region1;제주시;11;제주시내;힐링,요가,체험,관광지,공용주차장,현금결제,카드결제,화장실,무료WIFI,카드결제,현금결제,영어,어려움,실내,중,체험,명상힐링자세교정,1~2시간
CNTS_200000000013053;음식점;c4;카페유주;3;서부;region1;제주시;13;한림;한림,디저트카페,흑당라떼,노키즈존,치즈케이크,까눌레,음식,카페,홍차,아메리카노,카페라떼,바닐라라떼,진저라떼,라떼,에이드,차,반려동물,반려동물동반입장,반려동물동반_식당카페,공용주차장,화장실,무료WIFI,오키나와흑당라떼,사과홍차,어린이출입불가,불가능
CNTS_200000000009551;관광지;c1;한라의향기;4;남부;region2;서귀포시;23;안덕;체험,감귤,감귤따기,현금결제,1시간미만
CNTS_200000000008711;숙박;c3;한담풍경하우스;1;북부;region1;제주시;12;애월;숙소,해수욕장,공공와이파이존,자연경관,해변,가족,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,유도및안내시설,경보및피난시설,카드결제,현금결제,어려움,없음,동반불가능,없음,흡연구역제공,세탁서비스,인터넷,사무실옆세탁실사용가능,있음,운행안함
CNTS_200000000009211;관광지;c1;제스피 맥주협동조합 양조장;4;남부;region2;서귀포시;25;남원;커플,혼자,친구,휴식/힐링,체험관광,사계절,청년,공용주차장,화장실,유도및안내시설,영어,쉬움,실내+실외,하,1시간미만
CNTS_300000000015948;음식점;c4;돗통;4;남부;region2;서귀포시;23;안덕;서귀포,안덕면,사계리,돈마호크,오겹살,김치말이국수,돈마호크뼈등심,오겹살
CNTS_200000000015010;쇼핑;c2;할방이네;1;북부;region1;제주시;11;제주시내;제주시내,용담동,소품샵,잡화,문구류
CNTS_200000000015031;쇼핑;c2;만두상점;1;북부;region1;제주시;15;조천;함덕,소품샵,강아지용품,피규어,소품,쇼핑
CNTS_200000000015067;쇼핑;c2;쁘띠동백;4;남부;region2;서귀포시;25;남원;서귀포,남원,위미리,소품샵,동백,핸드메이드소품
CNTS_200000000013310;음식점;c4;제주베이;1;북부;region1;제주시;11;제주시내;갈치,갈치구이,문어,식당,음식,향토음식,무장애관광,공용주차장,화장실,카드결제,현금결제,승강기,정식,통갈치구이,가능
CNTS_300000000015967;음식점;c4;초가헌;2;동부;region2;서귀포시;26;표선;서귀포,표선,성읍민속마을,기름떡,딸기라떼,한라봉에이드,댕유자차,제주전통기름떡,제주아라딸기라떼
CNTS_300000000015647;음식점;c4;힌즈;1;북부;region1;제주시;11;제주시내;외도동,에그타르트,옥수수타르트,아인슈페너,딸기라떼,꽃차,허브차,에그타르트
CNTS_300000000015641;음식점;c4;해난디아장;2;동부;region1;제주시;16;구좌;구좌읍,월정리,당근주스,당근케이크,토마토바질에이드,수제차,홍차,핸드드립커피,맥주,당근쥬스,당근케잌
CNTS_200000000012705;음식점;c4;로빙화;4;남부;region2;서귀포시;25;남원;남원,갤러리카페,수제버거,음식,식당,햄버거,새우버거,피자,페퍼로니피자,마르게리따피자,감자튀김,술,와인,모히또,라임모히또,에이드,자몽에이드,스무디,망고스무디,딸기스무디,딸기라떼,라떼,에스프레소,아메리카노,카페라떼,바닐라라떼,카라멜마끼아또,카페모카,카푸치노,초코라떼,차,자몽차,캐모마일,페퍼민트,얼그레이,루이보스,반려동물,반려동물동반입장,크림라떼,아포가토,헤이즐넛라떼,망고에이드,반려동물동반_식당카페,무장애관광,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인전용주차장,장애인화장실,스칼렛,수제버거,헝가리스튜굴라쉬,어린이출입불가,불가능
CNTS_200000000014715;음식점;c4;대포칼제비;4;남부;region2;서귀포시;24;중문;중문,보말칼국수,보말죽,초계국수,보말칼국수
CNTS_300000000015624;음식점;c4;제이아일랜드;2;동부;region2;서귀포시;17;성산;성산,디저트카페,후르츠산도,그린아일랜드,블랙초코
CNTS_200000000014748;음식점;c4;점점;1;북부;region1;제주시;15;조천;조천,신촌리,초당옥수수,아이스크림,커피,옥수수구이,초당옥수수아이스크림
CNTS_300000000015632;음식점;c4;소랑벨;4;남부;region2;서귀포시;25;남원;서귀포,남원,스테이크,라티니,카레라이스,피자,떡볶이,한우구좌당근카레라이스
CNTS_200000000010033;관광지;c1;송악힐링풋스킨;3;서부;region2;서귀포시;22;대정;휴식/힐링,공용주차장,현금결제,카드결제,화장실,무료WIFI,카드결제,현금결제,계좌이체,영어,중국어,어려움,실내,하,1시간미만
CNTS_200000000013056;음식점;c4;하르비커피;4;남부;region2;서귀포시;21;서귀포시내;수제청에이드,하르비엔나,빵지순례,음식,카페,빵,베이커리,레몬차,생강차,대추차,캐모마일,루이보스,페퍼민트,초코라떼,딸기라떼,말차라떼,고구마라떼,밀크티,요거트스무디,라떼,차,바닐라아이스크림,아이스크림,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,카페모카,아포가토,카라멜마끼아또,에이드,요거트,사과주스,토마토주스,공용주차장,화장실,무료WIFI,수제청에이드,하르비엔나,어린이출입가능,불가능
CNTS_200000000014670;음식점;c4;테라도스;1;북부;region1;제주시;12;애월;애월,카페,카스도스,테라도스,우유푸딩,카스테라,밀크티,커피,아메리카노,카페라떼,청귤에이드,테라도스,제주목장우유푸딩
CNTS_200000000008597;관광지;c1;팀케이;1;북부;region1;제주시;11;제주시내;체험관광,해변,액티비티,체험,레저/체험,어트랙션,공용주차장,현금결제,카드결제,화장실,카드결제,현금결제,영어,실외,하,체험,전동킥보드대여,2~3시간
CNTS_200000000015076;쇼핑;c2;한담몰;1;북부;region1;제주시;12;애월;애월,소품샵,잡화,문구류,간식
CNTS_300000000015746;음식점;c4;카페쌀쌀;1;북부;region1;제주시;12;애월;애월,카페,당근주스,한라봉주스,밀크티,달고나라떼,브라우니,붕어떡구이
CNTS_200000000008171;음식점;c4;봉플라봉뱅;1;북부;region1;제주시;11;제주시내;파스타,스테이크,와인,음식,빵,꽃등심스테이크,양식,양식레스토랑,2022고메페스타,버섯파스타,라구파스타,문어튀김,오리가슴살스테이크,채끝등심스테이크,양파스프,공용주차장,카드결제,카드결제,현금결제,영어,
CNTS_200000000013061;음식점;c4;다미안;4;남부;region2;서귀포시;21;서귀포시내;법환동,단팥빵,빵지순례,서귀포,사라다빵,음식,카페,빵,베이커리,공용주차장,화장실,무료WIFI,맨도롱또똣단팥빵,크림빵,달걀사라다빵,어린이출입가능,가능
CNTS_300000000012868;음식점;c4;혼저;3;서부;region1;제주시;13;한림;흑돼지,전통주,항정살,가브리살,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,카드결제,현금결제,지역화페(탐나는전)카드가능,영어,중국어,일본어,쉬움,흑돼지,고기에혼을담다500g(흑돼지목살+오겹살),어린이출입가능,유아의자,어린이김서비스,메뉴-계란후라이1000원,가능,없음
CNTS_200000000014906;음식점;c4;제주고집;1;북부;region1;제주시;11;제주시내;제주시,흑돼지근고기,제주산가브리살,런치세트,흑돼지김치찌개,흑돼지근고기,제주산가브리살,해물된장찌개,흑돼지김치찌개
CNTS_200000000012570;음식점;c4;미스틱3도;1;북부;region1;제주시;11;제주시내;가든뷰,조각공원,디저트,먹이주기체험,음식,카페,에이드,아이스티,레몬아이스티,수제요거트,녹차라떼,밀크티,아이스크림,바닐라아이스크림,녹차아이스크림,초코아이스크림,에스프레소,아인슈페너,크림라떼,카푸치노,카페라떼,바닐라라떼,라떼,아포가토,콜드브루,차,레몬생강차,레몬차,카모마일,얼그레이,에그타르트,케이크,샌드위치,반려동물,반려동물동반입장,반려동물동반_식당카페,공용주차장,화장실,무료WIFI,수제그래놀라요거트,제주구좌당근케이크,에그타르트,어린이출입가능,가능
CNTS_300000000015708;음식점;c4;스퐁스퐁;4;남부;region2;서귀포시;21;서귀포시내;서귀포시내,라자냐,흑돼지,새우,시금치,베지라자냐,흑돼지라자냐
CNTS_200000000007911;숙박;c3;헌치 게스트하우스;2;동부;region1;제주시;16;구좌;구좌,게스트하우스,안전인증민박,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,카드결제,현금결제,영어,시각장애인접근성,어려움,없음,동반불가능,없음,흡연구역제공,식음료장,인터넷,바베큐장,베란다/화장실/TV/냉장고/옷걸이/거울/선풍기/에어컨/샴푸/바디샴푸/수건/생수/비상벨/비상전등/소화기등,없음,운행안함
CNTS_200000000014962;음식점;c4;제주호랭이 사계점;4;남부;region2;서귀포시;23;안덕;서귀포,안덕면,사계리,도넛,커피,아이스티,에이드,미숫가루,댕유지차,수제크림도넛
CNTS_300000000015778;음식점;c4;오름나그네;1;북부;region1;제주시;15;조천;조천,선흘리,보말칼국수,들깨칼국수,한치비빔국수,보말칼국수
CNTS_300000000012959;숙박;c3;신신호텔 천지연;4;남부;region2;서귀포시;21;서귀포시내;호텔,서귀포숙소,전지훈련,공용주차장,현금결제,카드결제,화장실,무료WIFI,편의점,유도및안내시설,경보및피난시설,카드결제,현금결제,영어,승강기,4성급,동반불가능,유료제공,전체금연,인터넷,비즈니스시설,운행안함
CNTS_200000000011719;숙박;c3;그랜드 조선 제주;4;남부;region2;서귀포시;24;중문;휴식/힐링,5성급호텔,숙소,패키지관광,공공와이파이존,수영장,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,유도및안내시설,경보및피난시설,카드결제,현금결제,단차없음,시각장애인접근성,쉬움,5성급,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,스파,세탁서비스,연회장,피트니스,인터넷,바베큐장,비즈니스시설,유아침대,유아의자,탁아서비스,키즈클럽,키즈물품대여서비스,키즈프로그램,있음,운행안함
CNTS_200000000014987;쇼핑;c2;그르니에;1;북부;region1;제주시;11;제주시내;쇼핑,와인
CNTS_200000000014807;음식점;c4;예원;2;동부;region1;제주시;16;구좌;구좌읍,평대리,향토음식점,접짝뼈국,고등어구이,청국장,제육볶음,쌈밥정식,접짝뼈국
CNTS_200000000014985;쇼핑;c2;와인점방 제주점;1;북부;region1;제주시;11;제주시내;쇼핑
CNTS_200000000013126;음식점;c4;카페더라이트;2;동부;region2;서귀포시;17;성산;성산일출봉,우도,감귤차,음식,에이드,2022고메페스타,라떼,아이스티,초코라떼,아메리카노,바닐라라떼,아인슈페너,카페모카,카페라떼,카푸치노,아포가토,딸기라떼,자몽에이드,자몽차,레몬차,허브티,공용주차장,화장실,무료WIFI,감귤차,더라이트(원두),그릭요거트,어린이출입가능,불가능
CNTS_200000000015070;쇼핑;c2;달무지개;4;남부;region2;서귀포시;25;남원;서귀포,남원,기념품샵,공방,원데이클래스,아크릴화,오일파스텔화
CNTS_200000000008812;숙박;c3;제주공항 게스트하우스 예스준;1;북부;region1;제주시;11;제주시내;혼자,커플,친구,청년,휴식/치유,게스트하우스,숙소,조식포함,체험,해수욕장,수상레저,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,카드결제,현금결제,계좌이체,영어,어려움,없음,동반불가능,무료제공,전체금연,세탁서비스,인터넷,레스토랑,카페,펍,제주감성소품샵,없음,운행안함
CNTS_200000000012699;음식점;c4;카페인우도;2;동부;region3;섬 속의 섬;31;우도;우도,우도땅콩아이스크림,땅콩와플,음식,카페,아메리카노,카페라떼,크림라떼,바닐라라떼,라떼,핫초코,차,캐모마일,페퍼민트,루이보스,밀크쉐이크,망고주스,딸기주스,에이드,레몬에이드,자몽에이드,무장애관광,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인전용주차장,장애인화장실,우도땅콩아이스크림,땅콩와플,감자튀김,어린이출입가능,가능
CNTS_300000000012955;숙박;c3;신신호텔 서귀포;4;남부;region2;서귀포시;21;서귀포시내;호텔,일출조망,서귀포숙소,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,유도및안내시설,경보및피난시설,카드결제,현금결제,영어,승강기,4성급,동반불가능,유료제공,전체금연,세미나실,세탁서비스,인터넷,비즈니스시설,운행안함
CNTS_200000000007220;숙박;c3;제주영숙;4;남부;region2;서귀포시;25;남원;민박,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,유도및안내시설,카드결제,현금결제,영어,중국어,어려움,무료제공
CNTS_200000000013108;음식점;c4;칠돈가 표선직영점;2;동부;region2;서귀포시;26;표선;표선,표선해수욕장,흑돼지,근고기,음식,식당,김치찌개,공용주차장,화장실,무료WIFI,흑돼지근고기,백돼지근고기,김치찌개,어린이출입가능,가능
CNTS_200000000013048;음식점;c4;오라디오라;4;남부;region2;서귀포시;23;안덕;산방산,브런치,빵지순례,스프,치아바타,음식,카페,빵,베이커리,에스프레소,아메리카노,카페라떼,바닐라라떼,카푸치노,아포가토,초코라떼,말차라떼,아이스티,자몽티,레몬티,카모마일,차,라떼,에이드,자몽에이드,레몬에이드,패션후르츠에이드,사과주스,주스,플레인요거트스무디,블루베리요거트스무디,스무디,요거트,망고빙수,공용주차장,화장실,무료WIFI,치아바타,포카치아,브리오슈,어린이출입가능,불가능
CNTS_200000000010473;숙박;c3;콤포스텔라 별들의들판;3;서부;region1;제주시;13;한림;귀덕,게스트하우스,숙소,공공와이파이존,자연경관,돌담풍경마을,자전거대여점,공용주차장,현금결제,카드결제,화장실,무료WIFI,편의점,음료대,경보및피난시설,카드결제,현금결제,없음,동반불가능,무료제공,흡연구역제공,식음료장,세미나실,세탁서비스,인터넷,비즈니스시설,자전거대여,36개월미만동반불가,운행안함
CNTS_200000000015127;쇼핑;c2;유키효잡화점;2;동부;region1;제주시;16;구좌;구좌읍,월정리,소품샵,잡화,의류
CNTS_200000000014874;음식점;c4;그랜마스 노형직영점;1;북부;region1;제주시;11;제주시내;제주시내,노형동,샌드위치,샐러드,피자,파니니,클럽샌드위치,그랜마스샐러드
CNTS_200000000014933;음식점;c4;천짓골식당;4;남부;region2;서귀포시;21;서귀포시내;서귀포시내,아랑조을맛거리,돔베고기,돔베고기
CNTS_200000000014797;음식점;c4;리틀보라카이;4;남부;region2;서귀포시;21;서귀포시내;서귀포,중문,파스타,딱새우크림파스타,명란크림파스타,크리스피빠따,칵테일,위스키,맥주,딱새우명란크림파스타
CNTS_200000000014694;음식점;c4;은빛식당;1;북부;region1;제주시;11;제주시내;제주시내,탑동,백반,정식,두루치기,계란후라이,집밥정식
CNTS_300000000015749;음식점;c4;크림;1;북부;region1;제주시;11;제주시내;제주시내,탑동,카페,플랫화이트,알롱제,룽고,까눌레,크림소다에이드,알롱제
CNTS_200000000007873;음식점;c4;여행가게;4;남부;region2;서귀포시;25;남원;차,밀크티,카카오티,음식,아메리카노,에이드,쉐이크,오미자에이드,딸기요거트스무디,유자차,유자에이드,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,편의점,음료대,카드결제,현금결제,계좌이체가능,영어,러시아,단독접근가능,쉬움
CNTS_200000000010959;음식점;c4;베메로 bake make roast;4;남부;region2;서귀포시;24;중문;부모,커플,혼자,아이,친구,휴식/치유,카페,음식,베이글,아메리카노,아보카도샐러드,차,에이드,식당,공용주차장,현금결제,카드결제,화장실,무료WIFI,편의점,카드결제,현금결제,카카오페이,삼성페이,베이글,샌드위치,신선한커피,어린이출입가능,유아의자,어린이의자3개있습니다,불가능,없음
CNTS_200000000013094;음식점;c4;그계절;2;동부;region1;제주시;16;구좌;한동,구좌,플렌테리어,식물,밀크티,음식,아메리카노,카페라떼,바닐라라떼,카푸치노,토스트,유자차,레몬차,자몽차,공용주차장,화장실,무료WIFI,바질토스트,여름방학,밀크티,어린이출입가능,불가능
CNTS_200000000014901;음식점;c4;카페달력;1;북부;region1;제주시;12;애월;애월,커피,위스키하이볼,차,에이드,바질파이,파이,크로플,딸기라떼,스트로베리파이,위스키하이볼,달력라떼
CNTS_200000000013907;음식점;c4;야원;1;북부;region1;제주시;15;조천;카페,초가집,곶자왈,옹기,정원,쿠키,자몽에이드,레몬에이드,에이드,케이크,자몽차,라떼,레몬차,아메리카노,음식,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,카드결제,현금결제,어려움,커피야원쿠키야원케이크레몬에이드자몽에이드레몬차자몽차청귤차라떼,어린이출입가능,불가능,없음
CNTS_300000000015741;음식점;c4;귤꽃다락;4;남부;region2;서귀포시;21;서귀포시내;서귀포시내,카페,무스케이크,귤라떼,귤양갱,수제청디저트,청귤무스케이크,귤라떼
CNTS_200000000014844;음식점;c4;만지식당;1;북부;region1;제주시;12;애월;애월,소바,야키소바,돈까스,돈카츠정식,새우튀김우동,에비우동,텐자루소바,안전여행스탬프,야키소바,돈카츠정식
CNTS_300000000015890;관광지;c1;홀리데이 다이빙 코리아;4;남부;region2;서귀포시;21;서귀포시내;서귀포,칠십리,스쿠버다이빙,이색체험,실외,중,2~3시간
CNTS_200000000014246;음식점;c4;풍차로가는길;3;서부;region1;제주시;14;한경;카페,음식,아메리카노,카라멜마끼아또,스무디,말차라떼,망고스무디,에이드,공용주차장,현금결제,카드결제,화장실,무료WIFI,경보및피난시설,카드결제,현금결제,영어,어려움,땅콩오드리라떼,어린이출입가능,유아의자,가능,없음
CNTS_200000000012981;음식점;c4;노을코지;1;북부;region1;제주시;11;제주시내;용담,용담해안도로,라떼,음식,카페,공용주차장,화장실,무료WIFI,노을라떼,애플망고스무디,시나몬더치커피,어린이출입가능,가능
CNTS_200000000015036;쇼핑;c2;함덕바다정류장;1;북부;region1;제주시;15;조천;함덕,소품샵,잡화,문구류
CNTS_200000000012716;음식점;c4;고씨네천지국수;4;남부;region2;서귀포시;21;서귀포시내;멸치국수,고기국수,흑돼지만두,제주국수맛집,국수,만두,음식,식당,비빔국수,해장국,수육,공용주차장,화장실,무료WIFI,흡연구역,멸고국수,비빔국수,흑돼지만두,어린이출입가능,가능
CNTS_300000000015956;음식점;c4;우주파;1;북부;region1;제주시;11;제주시내;제주시내,탑동,펍,파스타,칵테일,맥주,와인,데낄라,위스키,제주흑돼지풀드포크플래터
CNTS_200000000012745;음식점;c4;돈사촌 본점;1;북부;region1;제주시;11;제주시내;구제주,근고기,혼밥,음식,식당,흑돼지,김치찌개,공용주차장,화장실,무료WIFI,흑돼지근고기,백돼지근고기,어린이출입가능,가능
CNTS_200000000013023;음식점;c4;옥만이네;3;서부;region1;제주시;13;한림;한림,해물갈비찜,해물탕,음식,식당,갈비찜,해산물,뚝배기불고기,고등어구이,볶음밥,공용주차장,화장실,무료WIFI,옥만이해물갈비찜,옥만이해물맑은탕,어린이출입가능,가능
CNTS_200000000012597;음식점;c4;피즈;1;북부;region1;제주시;12;애월;아메리칸버거,피즈버거,애월카페거리,음식,카페,햄버거,치즈감자튀김,감자튀김,치즈버거,불고기버거,치킨버거,쉐이크,레드핫윙,해쉬브라운,치킨,공용주차장,화장실,무료WIFI,아메리칸버거,피즈버거,치즈갈릭감자튀김,어린이출입가능,불가능
CNTS_200000000012703;음식점;c4;해왓;2;동부;region2;서귀포시;17;성산;섭지코지,향토음식,조림요리,음식,식당,회,고등어회,광어회,한치회,갈치조림,우럭조림,고등어조림,갈치구이,고등어구이,옥돔구이,모듬물회,전복물회,한치물회,회덮밥,성게미역국,공용주차장,화장실,무료WIFI,전복해물뚝배기,통갈치구이,고등어활어회,어린이출입가능,가능
CNTS_300000000015727;음식점;c4;제주곰집;4;남부;region2;서귀포시;21;서귀포시내;서귀포,강정,흑돼지,오겹살,전복,조개구이,새우,흑돼지해산물모듬
CNTS_300000000015950;음식점;c4;도주제;1;북부;region1;제주시;11;제주시내;제주시내,중앙로,일본식포장마차,하이볼,사케,소츄,새우말이꼬치,마구로꼬치,접짝뼈라멘
CNTS_300000000015651;음식점;c4;가치;1;북부;region1;제주시;11;제주시내;제주시내,용담,동한두기,이자카야,사시미,갈치튀김,옥돔구이,사케,하이볼,모둠사시미
CNTS_200000000013007;음식점;c4;컬쳐드 아라점;1;북부;region1;제주시;11;제주시내;베라체,파스타,리조또,피자,음식,식당,양식,고구마피자,마르게리따피자,페퍼로니피자,고르곤졸라피자,소고기볶음밥,연어샐러드,샐러드,토마토모짜렐라샐러드,버섯크림리조또,에이드,레몬에이드,자몽에이드,공용주차장,화장실,무료WIFI,알리오올리오,마르게리따패스츄리피자,어린이출입가능,가능
CNTS_200000000012571;음식점;c4;뱅인타코;3;서부;region2;서귀포시;22;대정;신화월드,곶자왈,산방산,음식,식당,샐러드,양식,또띠아,무장애관광,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인화장실,장애인전용주차장,타코,케사디아,부리또,어린이출입가능,불가능
CNTS_200000000013064;음식점;c4;문치비 본점;4;남부;region2;서귀포시;21;서귀포시내;강정동,흑돼지,오겹살,음식,식당,김치찌개,냉면,목살,갈매기살,항정살,흑돼지김치찌개,물냉면,비빔냉면,열무냉면,얼큰라면,근고기,공용주차장,화장실,무료WIFI,흑돼지근고기,백돼지근고기,어린이출입가능,가능
CNTS_200000000013122;음식점;c4;크래커스 한경점;3;서부;region1;제주시;14;한경;로스팅,아메리카노,카페라떼,음식,카페,에스프레소,바닐라라떼,아포가토,카푸치노,아인슈페너,레몬티,핫초코,레몬에이드,에이드,아이스크림,화장실,무료WIFI,아메리카노,카페라떼,어린이출입가능,불가능
CNTS_200000000014842;음식점;c4;소인커피;1;북부;region1;제주시;11;제주시내;제주시내,노형동,디저트카페,파블로바,애플샷라떼,감귤주스,스모어쿠키,파운드케이크,스콘,딸기파블로바
CNTS_200000000012994;음식점;c4;촐리케이크;1;북부;region1;제주시;11;제주시내;케이크,수제청,빵지순례,공용주차장,화장실,무료WIFI,수제청에이드,수제청라떼,케이크,어린이출입가능,가능
CNTS_200000000015048;쇼핑;c2;연이네다락방;2;동부;region1;제주시;16;구좌;구좌읍,김녕,라탄,원데이클래스,문구류,잡화
CNTS_200000000013116;음식점;c4;꽃가람 제주성산일출봉점;2;동부;region2;서귀포시;17;성산;고성리,고기국수,돔베고기,음식,식당,흑돼지,몸국,비빔국수,국밥,왕만두,공용주차장,화장실,무료WIFI,흑돼지고기국수,돔베고기,어린이출입가능,가능
CNTS_200000000013127;음식점;c4;모뉴에트;2;동부;region1;제주시;16;구좌;종달리,까눌레,에이드,음식,카페,아메리카노,공용주차장,화장실,무료WIFI,한라산까눌레,모뉴에트라떼,천혜향풋귤에이드,어린이출입가능,불가능
CNTS_200000000008006;숙박;c3;토토하우스;1;북부;region1;제주시;12;애월;제주공항,독채,엠티,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,유도및안내시설,경보및피난시설,카드결제,현금결제,카카오페이,입금결제,영어,중국어,일본어,없음,동반가능,없음,전체금연,식음료장,세미나실,풀장,세탁서비스,인터넷,바베큐장,키즈룸,유아침대,유아욕조,유아의자,
CNTS_200000000012718;음식점;c4;삼보식당;4;남부;region2;서귀포시;21;서귀포시내;전복뚝배기,옥돔구이,자리물회,서귀포,아침식사,로컬맛집,음식,식당,뚝배기,한치물회,전복구이,갈치구이,갈치조림,고등어구이,고등어조림,돼지고기볶음,성게미역국,미역국,갈치국,김치찌개,순두부,전복죽,공용주차장,화장실,무료WIFI,전복뚝배기,옥돔구이,자리물회,어린이출입가능,불가능
CNTS_200000000015080;쇼핑;c2;제주바다의선물;3;서부;region1;제주시;13;한림;한림,협재,소품샵,잡화,문구류,쇼핑
